filename,label
Early_blight/Early_blight_00231.jpg,Early_blight
Early_blight/Early_blight_00731.jpg,Early_blight
Early_blight/Early_blight_00108.jpg,Early_blight
Early_blight/Early_blight_00257.jpg,Early_blight
Early_blight/Early_blight_00997.jpg,Early_blight
Early_blight/Early_blight_00501.jpg,Early_blight
Early_blight/Early_blight_00781.jpg,Early_blight
Early_blight/Early_blight_00793.jpg,Early_blight
Early_blight/Early_blight_00811.jpg,Early_blight
Early_blight/Early_blight_00942.jpg,Early_blight
Early_blight/Early_blight_00119.jpg,Early_blight
Early_blight/Early_blight_00956.jpg,Early_blight
Early_blight/Early_blight_00163.jpg,Early_blight
Early_blight/Early_blight_00113.jpg,Early_blight
Early_blight/Early_blight_00758.jpg,Early_blight
Early_blight/Early_blight_00832.jpg,Early_blight
Early_blight/Early_blight_01107.jpg,Early_blight
Early_blight/Early_blight_01155.jpg,Early_blight
Early_blight/Early_blight_00139.jpg,Early_blight
Early_blight/Early_blight_00856.jpg,Early_blight
Early_blight/Early_blight_00270.jpg,Early_blight
Early_blight/Early_blight_00255.jpg,Early_blight
Early_blight/Early_blight_00573.jpg,Early_blight
Early_blight/Early_blight_01106.jpg,Early_blight
Early_blight/Early_blight_00695.jpg,Early_blight
Early_blight/Early_blight_00886.jpg,Early_blight
Early_blight/Early_blight_00371.jpg,Early_blight
Early_blight/Early_blight_00164.jpg,Early_blight
Early_blight/Early_blight_00539.jpg,Early_blight
Early_blight/Early_blight_00471.jpg,Early_blight
Early_blight/Early_blight_00965.jpg,Early_blight
Early_blight/Early_blight_00649.jpg,Early_blight
Early_blight/Early_blight_00847.jpg,Early_blight
Early_blight/Early_blight_00706.jpg,Early_blight
Early_blight/Early_blight_00105.jpg,Early_blight
Early_blight/Early_blight_00670.jpg,Early_blight
Early_blight/Early_blight_00296.jpg,Early_blight
Early_blight/Early_blight_00665.jpg,Early_blight
Early_blight/Early_blight_00689.jpg,Early_blight
Early_blight/Early_blight_00068.jpg,Early_blight
Early_blight/Early_blight_00487.jpg,Early_blight
Early_blight/Early_blight_00373.jpg,Early_blight
Early_blight/Early_blight_00404.jpg,Early_blight
Early_blight/Early_blight_01095.jpg,Early_blight
Early_blight/Early_blight_00339.jpg,Early_blight
Early_blight/Early_blight_01011.jpg,Early_blight
Early_blight/Early_blight_00881.jpg,Early_blight
Early_blight/Early_blight_00402.jpg,Early_blight
Early_blight/Early_blight_00314.jpg,Early_blight
Early_blight/Early_blight_00336.jpg,Early_blight
Early_blight/Early_blight_00677.jpg,Early_blight
Early_blight/Early_blight_00342.jpg,Early_blight
Early_blight/Early_blight_00159.jpg,Early_blight
Early_blight/Early_blight_00634.jpg,Early_blight
Early_blight/Early_blight_00013.jpg,Early_blight
Early_blight/Early_blight_00696.jpg,Early_blight
Early_blight/Early_blight_01016.jpg,Early_blight
Early_blight/Early_blight_00940.jpg,Early_blight
Early_blight/Early_blight_00510.jpg,Early_blight
Early_blight/Early_blight_00784.jpg,Early_blight
Early_blight/Early_blight_00954.jpg,Early_blight
Early_blight/Early_blight_00644.jpg,Early_blight
Early_blight/Early_blight_00655.jpg,Early_blight
Early_blight/Early_blight_00443.jpg,Early_blight
Early_blight/Early_blight_00903.jpg,Early_blight
Early_blight/Early_blight_00177.jpg,Early_blight
Early_blight/Early_blight_00181.jpg,Early_blight
Early_blight/Early_blight_01077.jpg,Early_blight
Early_blight/Early_blight_00651.jpg,Early_blight
Early_blight/Early_blight_00892.jpg,Early_blight
Early_blight/Early_blight_00327.jpg,Early_blight
Early_blight/Early_blight_00632.jpg,Early_blight
Early_blight/Early_blight_00346.jpg,Early_blight
Early_blight/Early_blight_01026.jpg,Early_blight
Early_blight/Early_blight_00554.jpg,Early_blight
Early_blight/Early_blight_00420.jpg,Early_blight
Early_blight/Early_blight_00754.jpg,Early_blight
Early_blight/Early_blight_00083.jpg,Early_blight
Early_blight/Early_blight_00343.jpg,Early_blight
Early_blight/Early_blight_01103.jpg,Early_blight
Early_blight/Early_blight_00250.jpg,Early_blight
Early_blight/Early_blight_00422.jpg,Early_blight
Early_blight/Early_blight_00730.jpg,Early_blight
Early_blight/Early_blight_00949.jpg,Early_blight
Early_blight/Early_blight_00802.jpg,Early_blight
Early_blight/Early_blight_00195.jpg,Early_blight
Early_blight/Early_blight_00582.jpg,Early_blight
Early_blight/Early_blight_00728.jpg,Early_blight
Early_blight/Early_blight_00025.jpg,Early_blight
Early_blight/Early_blight_00588.jpg,Early_blight
Early_blight/Early_blight_00889.jpg,Early_blight
Early_blight/Early_blight_01151.jpg,Early_blight
Early_blight/Early_blight_00639.jpg,Early_blight
Early_blight/Early_blight_00272.jpg,Early_blight
Early_blight/Early_blight_00984.jpg,Early_blight
Early_blight/Early_blight_00551.jpg,Early_blight
Early_blight/Early_blight_00457.jpg,Early_blight
Early_blight/Early_blight_01097.jpg,Early_blight
Early_blight/Early_blight_00879.jpg,Early_blight
Early_blight/Early_blight_01012.jpg,Early_blight
Early_blight/Early_blight_00190.jpg,Early_blight
Early_blight/Early_blight_00690.jpg,Early_blight
Early_blight/Early_blight_00751.jpg,Early_blight
Early_blight/Early_blight_00086.jpg,Early_blight
Early_blight/Early_blight_00809.jpg,Early_blight
Early_blight/Early_blight_00515.jpg,Early_blight
Early_blight/Early_blight_00563.jpg,Early_blight
Early_blight/Early_blight_01015.jpg,Early_blight
Early_blight/Early_blight_00734.jpg,Early_blight
Early_blight/Early_blight_00594.jpg,Early_blight
Early_blight/Early_blight_00571.jpg,Early_blight
Early_blight/Early_blight_00298.jpg,Early_blight
Early_blight/Early_blight_00490.jpg,Early_blight
Early_blight/Early_blight_00759.jpg,Early_blight
Early_blight/Early_blight_00418.jpg,Early_blight
Early_blight/Early_blight_00702.jpg,Early_blight
Early_blight/Early_blight_00215.jpg,Early_blight
Early_blight/Early_blight_00601.jpg,Early_blight
Early_blight/Early_blight_00971.jpg,Early_blight
Early_blight/Early_blight_00290.jpg,Early_blight
Early_blight/Early_blight_00606.jpg,Early_blight
Early_blight/Early_blight_00895.jpg,Early_blight
Early_blight/Early_blight_00592.jpg,Early_blight
Early_blight/Early_blight_00222.jpg,Early_blight
Early_blight/Early_blight_00854.jpg,Early_blight
Early_blight/Early_blight_00841.jpg,Early_blight
Early_blight/Early_blight_00441.jpg,Early_blight
Early_blight/Early_blight_00667.jpg,Early_blight
Early_blight/Early_blight_00862.jpg,Early_blight
Early_blight/Early_blight_00065.jpg,Early_blight
Early_blight/Early_blight_00729.jpg,Early_blight
Early_blight/Early_blight_00788.jpg,Early_blight
Early_blight/Early_blight_00957.jpg,Early_blight
Early_blight/Early_blight_00070.jpg,Early_blight
Early_blight/Early_blight_00451.jpg,Early_blight
Early_blight/Early_blight_01164.jpg,Early_blight
Early_blight/Early_blight_00803.jpg,Early_blight
Early_blight/Early_blight_00647.jpg,Early_blight
Early_blight/Early_blight_00088.jpg,Early_blight
Early_blight/Early_blight_00016.jpg,Early_blight
Early_blight/Early_blight_00698.jpg,Early_blight
Early_blight/Early_blight_00967.jpg,Early_blight
Early_blight/Early_blight_01191.jpg,Early_blight
Early_blight/Early_blight_00544.jpg,Early_blight
Early_blight/Early_blight_00871.jpg,Early_blight
Early_blight/Early_blight_01132.jpg,Early_blight
Early_blight/Early_blight_00479.jpg,Early_blight
Early_blight/Early_blight_00873.jpg,Early_blight
Early_blight/Early_blight_00032.jpg,Early_blight
Early_blight/Early_blight_00572.jpg,Early_blight
Early_blight/Early_blight_00102.jpg,Early_blight
Early_blight/Early_blight_00526.jpg,Early_blight
Early_blight/Early_blight_00462.jpg,Early_blight
Early_blight/Early_blight_01043.jpg,Early_blight
Early_blight/Early_blight_01044.jpg,Early_blight
Early_blight/Early_blight_00774.jpg,Early_blight
Early_blight/Early_blight_00128.jpg,Early_blight
Early_blight/Early_blight_00334.jpg,Early_blight
Early_blight/Early_blight_00922.jpg,Early_blight
Early_blight/Early_blight_00958.jpg,Early_blight
Early_blight/Early_blight_00560.jpg,Early_blight
Early_blight/Early_blight_00403.jpg,Early_blight
Early_blight/Early_blight_01002.jpg,Early_blight
Early_blight/Early_blight_00920.jpg,Early_blight
Early_blight/Early_blight_00067.jpg,Early_blight
Early_blight/Early_blight_00304.jpg,Early_blight
Early_blight/Early_blight_00127.jpg,Early_blight
Early_blight/Early_blight_01198.jpg,Early_blight
Early_blight/Early_blight_01126.jpg,Early_blight
Early_blight/Early_blight_00870.jpg,Early_blight
Early_blight/Early_blight_00658.jpg,Early_blight
Early_blight/Early_blight_00283.jpg,Early_blight
Early_blight/Early_blight_00297.jpg,Early_blight
Early_blight/Early_blight_00716.jpg,Early_blight
Early_blight/Early_blight_01029.jpg,Early_blight
Early_blight/Early_blight_00577.jpg,Early_blight
Early_blight/Early_blight_00676.jpg,Early_blight
Early_blight/Early_blight_00570.jpg,Early_blight
Early_blight/Early_blight_00235.jpg,Early_blight
Early_blight/Early_blight_00822.jpg,Early_blight
Early_blight/Early_blight_00147.jpg,Early_blight
Early_blight/Early_blight_00383.jpg,Early_blight
Early_blight/Early_blight_00424.jpg,Early_blight
Early_blight/Early_blight_00876.jpg,Early_blight
Early_blight/Early_blight_01150.jpg,Early_blight
Early_blight/Early_blight_00807.jpg,Early_blight
Early_blight/Early_blight_00504.jpg,Early_blight
Early_blight/Early_blight_00831.jpg,Early_blight
Early_blight/Early_blight_00806.jpg,Early_blight
Early_blight/Early_blight_00100.jpg,Early_blight
Early_blight/Early_blight_00987.jpg,Early_blight
Early_blight/Early_blight_00372.jpg,Early_blight
Early_blight/Early_blight_00345.jpg,Early_blight
Early_blight/Early_blight_00125.jpg,Early_blight
Early_blight/Early_blight_00144.jpg,Early_blight
Early_blight/Early_blight_01161.jpg,Early_blight
Early_blight/Early_blight_01065.jpg,Early_blight
Early_blight/Early_blight_01175.jpg,Early_blight
Early_blight/Early_blight_00096.jpg,Early_blight
Early_blight/Early_blight_00936.jpg,Early_blight
Early_blight/Early_blight_00246.jpg,Early_blight
Early_blight/Early_blight_00140.jpg,Early_blight
Early_blight/Early_blight_00721.jpg,Early_blight
Early_blight/Early_blight_00810.jpg,Early_blight
Early_blight/Early_blight_00704.jpg,Early_blight
Early_blight/Early_blight_00054.jpg,Early_blight
Early_blight/Early_blight_01117.jpg,Early_blight
Early_blight/Early_blight_00027.jpg,Early_blight
Early_blight/Early_blight_00952.jpg,Early_blight
Early_blight/Early_blight_01136.jpg,Early_blight
Early_blight/Early_blight_00310.jpg,Early_blight
Early_blight/Early_blight_00930.jpg,Early_blight
Early_blight/Early_blight_00207.jpg,Early_blight
Early_blight/Early_blight_00549.jpg,Early_blight
Early_blight/Early_blight_00916.jpg,Early_blight
Early_blight/Early_blight_00089.jpg,Early_blight
Early_blight/Early_blight_00245.jpg,Early_blight
Early_blight/Early_blight_00947.jpg,Early_blight
Early_blight/Early_blight_00790.jpg,Early_blight
Early_blight/Early_blight_01174.jpg,Early_blight
Early_blight/Early_blight_00367.jpg,Early_blight
Early_blight/Early_blight_00636.jpg,Early_blight
Early_blight/Early_blight_00756.jpg,Early_blight
